X,Y,line_id,node_id,name
23.7374427,37.9786937,23182838,300401271,den exw
23.7377425,37.9783386,23182838,300401270,den exw
23.7381751,37.9778068,23182838,250692062,den exw
23.7369193,37.9784144,23182843,250692359,den exw
23.7374427,37.9786937,23182843,300401271,den exw
23.7379102,37.9789433,23182843,6779687094,den exw
23.7379425,37.9789605,23182843,300401174,den exw
23.7388088,37.9794228,23182843,6779687095,den exw
23.7388462,37.9794435,23182843,300401175,den exw
23.7393082,37.9796894,23182843,300401863,den exw
23.7397069,37.9799021,23182843,300402634,den exw
23.7400930,37.9801082,23182843,300402297,den exw
23.7405331,37.9803431,23182843,3705227167,den exw
23.7390764,37.9757836,23182847,250692401,den exw
23.7391093,37.9759268,23182847,2332169158,den exw
23.7392327,37.9765097,23182847,2300143703,den exw
23.7393448,37.9770390,23182847,6175368835,den exw
23.7393551,37.9770877,23182847,250692403,den exw
23.7378391,37.9772926,23182848,6220792260,den exw
23.7379428,37.9772754,23182848,5697162223,den exw
23.7386740,37.9771797,23182848,250692409,den exw
23.7389465,37.9771429,23182848,2786685051,den exw
23.7392170,37.9771064,23182848,5697162226,den exw
23.7393028,37.9770948,23182848,6175368837,den exw
23.7393551,37.9770877,23182848,250692403,den exw
23.7394146,37.9770797,23182848,6175368836,den exw
23.7398059,37.9770268,23182848,2326906321,den exw
23.7402859,37.9769620,23182848,250692407,den exw
23.7386740,37.9771797,23182850,250692409,den exw
23.7384530,37.9760175,23182850,2332169161,den exw
23.7384233,37.9758703,23182850,250692418,den exw
23.7405168,37.9758878,23183030,250695457,den exw
23.7403071,37.9759103,23183030,2300143657,den exw
23.7403142,37.9759515,23183030,2300143659,den exw
23.7402408,37.9759593,23183030,2300143660,den exw
23.7402347,37.9759238,23183030,2300143658,den exw
23.7401317,37.9759348,23183030,250695458,den exw
23.7401677,37.9761439,23183030,250695459,den exw
23.7403826,37.9761208,23183030,2300143663,den exw
23.7404040,37.9761186,23183030,2300143662,den exw
23.7405538,37.9761025,23183030,2300143661,den exw
23.7405168,37.9758878,23183030,250695457,den exw
23.7485035,37.9775019,23183475,250702290,den exw
23.7485437,37.9773962,23183475,250702291,den exw
23.7486582,37.9774233,23183475,250702292,den exw
23.7486452,37.9774580,23183475,1458642446,den exw
23.7486307,37.9774951,23183475,1458642461,den exw
23.7486179,37.9775290,23183475,250702294,den exw
23.7485035,37.9775019,23183475,250702290,den exw
23.7424240,37.9882960,23183949,359095747,den exw
23.7420651,37.9879715,23183949,359094454,den exw
23.7415662,37.9877168,23183949,359095352,den exw
23.7410488,37.9874526,23183949,359096274,den exw
23.7404777,37.9871611,23183949,359095001,den exw
23.7399451,37.9868892,23183949,359094866,den exw
23.7395043,37.9866641,23183949,250713510,den exw
23.7390139,37.9864138,23183949,359095219,den exw
23.7385521,37.9861780,23183949,250713330,den exw
23.7380864,37.9859402,23183949,359094633,den exw
23.7376901,37.9857379,23183949,250713506,den exw
23.7372018,37.9854886,23183949,359093889,den exw
23.7366990,37.9852319,23183949,359093560,den exw
23.7361744,37.9849641,23183949,359093716,den exw
23.7356905,37.9847170,23183949,250708524,den exw
23.7355901,37.9846657,23183949,250708523,den exw
23.7354270,37.9845824,23183949,2372547137,den exw
23.7348571,37.9842915,23183949,250708522,den exw
23.7345891,37.9841547,23183949,364104825,den exw
23.7341912,37.9839515,23183949,2051116430,den exw
23.7340400,37.9838743,23183949,6175359816,den exw
23.7340023,37.9838549,23183949,250706958,den exw
23.7339407,37.9838236,23183949,6175359818,den exw
23.7336377,37.9836689,23183949,388172056,den exw
23.7332734,37.9834829,23183949,767323442,den exw
23.7330282,37.9833578,23183949,2112672702,den exw
23.7329632,37.9833245,23183949,2343671611,den exw
23.7329141,37.9832995,23183949,250700083,den exw
23.7393000,37.9803899,23183960,300402632,den exw
23.7397069,37.9799021,23183960,300402634,den exw
23.7400047,37.9795262,23183960,300402618,den exw
23.7414643,37.9784528,23183961,250712281,den exw
23.7416130,37.9785097,23183961,6672825364,den exw
23.7418239,37.9785559,23183961,6031293835,den exw
23.7428173,37.9787720,23183961,952119544,den exw
23.7411077,37.9773436,23183966,1136072496,den exw
23.7409778,37.9775128,23183966,250712278,den exw
23.7403536,37.9783246,23183966,300401494,den exw
23.7457824,37.9760083,23184093,250710793,den exw
23.7457567,37.9760777,23184093,1303896094,den exw
23.7457427,37.9761154,23184093,2189423886,den exw
23.7455461,37.9766457,23184093,250711115,den exw
23.7453372,37.9772090,23184093,250711116,den exw
23.7451457,37.9777258,23184093,250711117,den exw
23.7449552,37.9782345,23184093,250711118,den exw
23.7448159,37.9786151,23184093,250711119,den exw
23.7447299,37.9788470,23184093,250711120,den exw
23.7426491,37.9765867,23184102,250711203,den exw
23.7438893,37.9768796,23184102,250711246,den exw
23.7453372,37.9772090,23184102,250711116,den exw
23.7465906,37.9775085,23184102,250710948,den exw
23.7443555,37.9756655,23184105,250710794,den exw
23.7443195,37.9757594,23184105,2332169144,den exw
23.7443099,37.9757842,23184105,6723493578,den exw
23.7441152,37.9762914,23184105,250711245,den exw
23.7424651,37.9771002,23184108,250711286,den exw
23.7436200,37.9773697,23184108,5630658629,den exw
23.7436945,37.9773871,23184108,250711247,den exw
23.7451457,37.9777258,23184108,250711117,den exw
23.7464026,37.9780191,23184108,250710949,den exw
23.7507729,37.9778903,23184111,250711536,den exw
23.7491578,37.9774827,23184111,250711396,den exw
23.7493740,37.9768583,23184115,250711412,den exw
23.7491578,37.9774827,23184115,250711396,den exw
23.7509993,37.9774401,23184125,250711547,den exw
23.7508785,37.9775767,23184125,838712133,den exw
23.7507729,37.9778903,23184125,250711536,den exw
23.7486021,37.9790204,23184127,250711603,den exw
23.7492632,37.9791852,23184127,250711602,den exw
23.7492632,37.9791852,23184128,250711602,den exw
23.7490024,37.9798857,23184128,250711642,den exw
23.7498557,37.9800797,23184133,250711643,den exw
23.7490024,37.9798857,23184133,250711642,den exw
23.7459935,37.9791567,23184137,250711640,den exw
23.7459783,37.9791961,23184137,1460308118,den exw
23.7458622,37.9795209,23184137,250711660,den exw
23.7489913,37.9779471,23184141,250711678,den exw
23.7505533,37.9782956,23184141,7309631938,den exw
23.7506486,37.9783169,23184141,250711592,den exw
23.7510111,37.9783977,23184141,250711677,den exw
23.7511163,37.9784434,23184141,250711676,den exw
23.7513509,37.9786432,23184141,250711675,den exw
23.7519951,37.9781975,23184144,250711680,den exw
23.7518461,37.9782857,23184144,838712191,den exw
23.7518181,37.9783063,23184144,838712123,den exw
23.7513509,37.9786432,23184144,250711675,den exw
23.7510002,37.9789119,23184144,250711681,den exw
23.7505167,37.9787579,23184148,250711593,den exw
23.7500312,37.9786516,23184148,2423063637,den exw
23.7488297,37.9783886,23184148,250711754,den exw
23.7462166,37.9785252,23184151,250710950,den exw
23.7461744,37.9785155,23184151,6175544870,den exw
23.7456564,37.9783965,23184151,6612965236,den exw
23.7449552,37.9782345,23184151,250711118,den exw
23.7413310,37.9768945,23184166,250712189,den exw
23.7414581,37.9768057,23184166,638591300,den exw
23.7419474,37.9767292,23184166,2326150632,den exw
23.7423010,37.9766758,23184166,250712188,den exw
23.7425627,37.9766490,23184166,5630658628,den exw
23.7426277,37.9766424,23184166,250712160,den exw
23.7423010,37.9766758,23184174,250712188,den exw
23.7421563,37.9759888,23184174,1857452116,den exw
23.7421218,37.9758248,23184174,1857452113,den exw
23.7420637,37.9755486,23184174,2332169131,den exw
23.7420339,37.9754072,23184174,250712199,den exw
23.7406524,37.9765552,23184181,250712241,den exw
23.7406888,37.9764247,23184181,952119785,den exw
23.7405852,37.9757813,23184181,952120039,den exw
23.7405780,37.9757421,23184181,952119592,den exw
23.7405497,37.9755881,23184181,250712209,den exw
23.7410651,37.9786879,23184187,250712262,den exw
23.7407704,37.9785375,23184187,300402610,den exw
23.7403536,37.9783246,23184187,300401494,den exw
23.7400125,37.9781505,23184187,5643960474,den exw
23.7399232,37.9781052,23184187,250704638,den exw
23.7393090,37.9777913,23184187,2326906533,den exw
23.7390856,37.9776772,23184187,2315633988,den exw
23.7390147,37.9776410,23184187,250692405,den exw
23.7410651,37.9786879,23184195,250712262,den exw
23.7411076,37.9786700,23184195,2879846955,den exw
23.7413086,37.9785170,23184195,250712280,den exw
23.7413813,37.9784761,23184195,4458777339,den exw
23.7414643,37.9784528,23184195,250712281,den exw
23.7433953,37.9781628,23184197,250711249,den exw
23.7434716,37.9781831,23184197,3904533092,den exw
23.7447290,37.9785510,23184197,7012354246,den exw
23.7447683,37.9785766,23184197,7012354245,den exw
23.7448159,37.9786151,23184197,250711119,den exw
23.7431880,37.9787060,23184198,250712291,den exw
23.7446567,37.9790339,23184198,250711121,den exw
23.7482934,37.9867033,23184213,305143006,den exw
23.7492569,37.9865233,23184213,767332438,den exw
23.7505239,37.9862866,23184213,359096766,den exw
23.7513963,37.9861254,23184213,7012262133,den exw
23.7359912,37.9877862,23184225,250712724,den exw
23.7364599,37.9872270,23184225,359093754,den exw
23.7364628,37.9872195,23184225,250712972,den exw
23.7368859,37.9867032,23184225,7086856265,den exw
23.7369126,37.9866706,23184225,250712719,den exw
23.7376548,37.9857807,23184225,5643792947,den exw
23.7376901,37.9857379,23184225,250713506,den exw
23.7379883,37.9853835,23184225,5643792946,den exw
23.7380016,37.9853677,23184225,250712970,den exw
23.7383331,37.9849763,23184225,3048172693,den exw
23.7384109,37.9848840,23184225,300395140,den exw
23.7387846,37.9844232,23184225,5643792948,den exw
23.7388251,37.9843730,23184225,359094241,den exw
23.7391386,37.9839824,23184225,262652631,den exw
23.7522802,37.9725001,23214072,359588036,den exw
23.7520762,37.9725213,23214072,4057027803,den exw
23.7520402,37.9725251,23214072,4057027804,den exw
23.7519029,37.9725393,23214072,251110695,den exw
23.7516345,37.9725672,23214072,7021774781,den exw
23.7507665,37.9726575,23214072,251109712,den exw
23.7501023,37.9727266,23214072,251109710,den exw
23.7493260,37.9728073,23214072,251109709,den exw
23.7491802,37.9728225,23214072,7021774780,den exw
23.7485742,37.9728855,23214072,251109708,den exw
23.7478609,37.9729596,23214072,6181726487,den exw
23.7478007,37.9729659,23214072,251110826,den exw
23.7476788,37.9729786,23214072,6181726485,den exw
23.7470112,37.9730480,23214072,2113408283,den exw
23.7468675,37.9730651,23214072,251109687,den exw
23.7502435,37.9735663,23214084,251109979,den exw
23.7509307,37.9735036,23214084,251109978,den exw
23.7513867,37.9734620,23214084,251109976,den exw
23.7501439,37.9745496,23214089,251110308,den exw
23.7503355,37.9743293,23214089,2415441356,den exw
23.7503702,37.9743110,23214089,251110309,den exw
23.7523915,37.9708074,23214091,251111603,den exw
23.7522783,37.9708212,23214091,1145974824,den exw
23.7516016,37.9715568,23214091,251110244,den exw
23.7511261,37.9720572,23214091,251110693,den exw
23.7508130,37.9724065,23214091,251110242,den exw
23.7507359,37.9725079,23214091,251110296,den exw
23.7507665,37.9726575,23214091,251109712,den exw
23.7486367,37.9733290,23214106,251109740,den exw
23.7493910,37.9732448,23214106,251110279,den exw
23.7501748,37.9731574,23214106,251110089,den exw
23.7508493,37.9730823,23214106,251110280,den exw
23.7509307,37.9735036,23214108,251109978,den exw
23.7508493,37.9730823,23214108,251110280,den exw
23.7507665,37.9726575,23214108,251109712,den exw
23.7480398,37.9742706,23214111,838747957,den exw
23.7487596,37.9742018,23214111,251110313,den exw
23.7495224,37.9741288,23214111,251109837,den exw
23.7502001,37.9740639,23214111,2056549795,den exw
23.7503240,37.9740520,23214111,251110310,den exw
23.7501439,37.9745496,23214115,251110308,den exw
23.7495912,37.9745914,23214115,251109838,den exw
23.7488254,37.9746694,23214115,251109743,den exw
23.7483420,37.9747157,23214115,838712161,den exw
23.7482900,37.9747374,23214115,838712414,den exw
23.7481967,37.9747957,23214115,838712335,den exw
23.7471213,37.9723851,23214116,251109685,den exw
23.7460233,37.9716917,23214116,251110364,den exw
23.7451951,37.9727062,23214120,251110372,den exw
23.7457498,37.9720210,23214120,2058701264,den exw
23.7458777,37.9718581,23214120,251110373,den exw
23.7459031,37.9718300,23214120,251110374,den exw
23.7460233,37.9716917,23214120,251110364,den exw
23.7462926,37.9713638,23214120,251110365,den exw
23.7465720,37.9710115,23214120,251110375,den exw
23.7471247,37.9703450,23214120,251110376,den exw
23.7471834,37.9702803,23214120,2295074362,den exw
23.7472256,37.9702635,23214120,2295074361,den exw
23.7472634,37.9702532,23214120,2295074360,den exw
23.7473780,37.9702222,23214120,251110821,den exw
23.7459031,37.9718300,23214128,251110374,den exw
23.7454106,37.9715789,23214128,251110429,den exw
23.7449689,37.9713537,23214128,251110430,den exw
23.7445752,37.9711530,23214128,251110431,den exw
23.7440862,37.9709038,23214128,6007675572,den exw
23.7446187,37.9717734,23214134,251110530,den exw
23.7446527,37.9719911,23214134,251110531,den exw
23.7446959,37.9722675,23214134,1166673688,den exw
23.7447652,37.9727100,23214134,7248902288,den exw
23.7447745,37.9727695,23214134,251110532,den exw
23.7435698,37.9722035,23214136,251109642,den exw
23.7437341,37.9720909,23214136,251110537,den exw
23.7440801,37.9720533,23214136,251110538,den exw
23.7443792,37.9720208,23214136,4849787448,den exw
23.7446527,37.9719911,23214136,251110531,den exw
23.7450732,37.9719455,23214136,1166673694,den exw
23.7458777,37.9718581,23214136,251110373,den exw
23.7442369,37.9728268,23214145,363391449,den exw
23.7442984,37.9728216,23214145,6451391000,den exw
23.7508130,37.9724065,23214149,251110242,den exw
23.7501253,37.9720500,23214149,251110678,den exw
23.7519029,37.9725393,23214153,251110695,den exw
23.7517681,37.9724488,23214153,251110694,den exw
23.7514359,37.9722461,23214153,1145974803,den exw
23.7511261,37.9720572,23214153,251110693,den exw
23.7504787,37.9716620,23214153,251110679,den exw
23.7504787,37.9716620,23214154,251110679,den exw
23.7499368,37.9717135,23214154,251110697,den exw
23.7491742,37.9717861,23214154,251110698,den exw
23.7484293,37.9718570,23214154,251109738,den exw
23.7476407,37.9719319,23214154,251110824,den exw
23.7522427,37.9719425,23214169,251110746,den exw
23.7517681,37.9724488,23214169,251110694,den exw
23.7466917,37.9735016,23214172,251110788,den exw
23.7468159,37.9734926,23214172,3894328918,den exw
23.7477682,37.9734039,23214172,7086825835,den exw
23.7478674,37.9733947,23214172,251110759,den exw
23.7441257,37.9723297,23214233,1166673712,den exw
23.7444295,37.9722965,23214233,4849785771,den exw
23.7446959,37.9722675,23214233,1166673688,den exw
23.7437306,37.9713234,23214235,251110522,den exw
23.7442420,37.9715816,23214235,251111324,den exw
23.7446187,37.9717734,23214235,251110530,den exw
23.7513396,37.9861129,25053713,272565641,den exw
23.7503492,37.9862961,25053713,4458245749,den exw
23.7493554,37.9864910,25053713,4458245772,den exw
23.7484109,37.9866579,25053713,272565642,den exw
23.7481545,37.9866069,25053713,272565643,den exw
23.7420605,37.9834950,25053713,272565644,den exw
23.7416099,37.9830741,25053713,7012442648,den exw
23.7413277,37.9828075,25053713,7012442647,den exw
23.7412431,37.9827167,25053713,272565645,den exw
23.7411889,37.9826522,25053713,7012442646,den exw
23.7409499,37.9823285,25053713,7012442645,den exw
23.7407635,37.9820889,25053713,7012409662,den exw
23.7406222,37.9818794,25053713,7012409661,den exw
23.7405671,37.9817631,25053713,272565646,den exw
23.7405312,37.9816196,25053713,7012405144,den exw
23.7405263,37.9814164,25053713,272565647,den exw
23.7405523,37.9812523,25053713,7012405145,den exw
23.7405923,37.9811477,25053713,7012405146,den exw
23.7412728,37.9801622,25053713,7012354259,den exw
23.7413441,37.9800743,25053713,7012354260,den exw
23.7413906,37.9800138,25053713,7012354261,den exw
23.7414471,37.9799423,25053713,7012354262,den exw
23.7414960,37.9798901,25053713,272565648,den exw
23.7415827,37.9798220,25053713,7012442649,den exw
23.7416969,37.9797475,25053713,7012442650,den exw
23.7418443,37.9796864,25053713,272565649,den exw
23.7420533,37.9796105,25053713,7012442651,den exw
23.7422206,37.9795615,25053713,7012442652,den exw
23.7423257,37.9795386,25053713,272565650,den exw
23.7424244,37.9796951,25053713,4458832191,den exw
23.7425119,37.9798308,25053713,4458832195,den exw
23.7425292,37.9798575,25053713,1303896260,den exw
23.7426640,37.9798903,25053713,250712294,den exw
23.7426537,37.9799176,25053713,7012405150,den exw
23.7427213,37.9799342,25053713,7012405149,den exw
23.7438493,37.9802169,25053713,272565653,den exw
23.7438581,37.9802822,25053713,4635979939,den exw
23.7438684,37.9803583,25053713,4458777347,den exw
23.7439419,37.9804969,25053713,1460308257,den exw
23.7440897,37.9806064,25053713,272565654,den exw
23.7441140,37.9806535,25053713,336340290,den exw
23.7441047,37.9806780,25053713,1458966561,den exw
23.7445281,37.9807831,25053713,272565655,den exw
23.7444440,37.9809895,25053713,272565656,den exw
23.7451618,37.9814184,25053713,7012405157,den exw
23.7451290,37.9814990,25053713,7012405156,den exw
23.7452629,37.9815990,25053713,1458966903,den exw
23.7461414,37.9819204,25053713,272565657,den exw
23.7463940,37.9813310,25053713,7012405153,den exw
23.7466094,37.9808167,25053713,272565658,den exw
23.7467115,37.9808479,25053713,272565659,den exw
23.7469281,37.9805831,25053713,272565660,den exw
23.7472138,37.9806617,25053713,272565661,den exw
23.7472885,37.9806839,25053713,4654746459,den exw
23.7473881,37.9807123,25053713,272565662,den exw
23.7484102,37.9810115,25053713,272565663,den exw
23.7484741,37.9810367,25053713,4635979936,den exw
23.7485277,37.9810597,25053713,272565664,den exw
23.7485703,37.9810899,25053713,272565665,den exw
23.7489826,37.9813932,25053713,7012405160,den exw
23.7496662,37.9817222,25053713,7012405162,den exw
23.7506643,37.9821981,25053713,7012405159,den exw
23.7513967,37.9825324,25053713,7012405163,den exw
23.7518678,37.9827534,25053713,7012405164,den exw
23.7523122,37.9829662,25053713,7012405165,den exw
23.7524275,37.9830212,25053713,7012405166,den exw
23.7524320,37.9830487,25053713,272565667,den exw
23.7522685,37.9831065,25053713,7012262134,den exw
23.7516262,37.9832579,25053713,272565668,den exw
23.7513881,37.9831770,25053713,272565669,den exw
23.7515104,37.9836700,25053713,7012262147,den exw
23.7518801,37.9850970,25053713,272565670,den exw
23.7518781,37.9852908,25053713,4456323958,den exw
23.7513396,37.9861129,25053713,272565641,den exw
23.7558759,37.9795586,25117509,1460383127,den exw
23.7557596,37.9790872,25117509,7174782090,den exw
23.7557427,37.9790123,25117509,1802959210,den exw
23.7557193,37.9789084,25117509,359590371,den exw
23.7519830,37.9852141,26992536,361389095,den exw
23.7518801,37.9853770,26992536,1431401037,den exw
23.7513963,37.9861254,26992536,7012262133,den exw
23.7453356,37.9836912,26992608,2347220153,den exw
23.7453060,37.9836719,26992608,2347220152,den exw
23.7451381,37.9835966,26992608,794330190,den exw
23.7449718,37.9834814,26992608,295863126,den exw
23.7448727,37.9833359,26992608,295863127,den exw
23.7448630,37.9833112,26992608,1559440963,den exw
23.7448377,37.9832467,26992608,295863128,den exw
23.7448351,37.9831845,26992608,794330210,den exw
23.7449082,37.9831194,26992608,794330235,den exw
23.7449859,37.9830556,26992608,104861149,den exw
23.7450855,37.9830615,26992608,295863129,den exw
23.7454392,37.9830863,26992608,295863130,den exw
23.7459525,37.9831530,26992608,794330160,den exw
23.7466311,37.9832258,26992608,295863131,den exw
23.7468716,37.9832609,26992608,295863132,den exw
23.7470822,37.9833121,26992608,794330217,den exw
23.7473649,37.9833891,26992608,794330227,den exw
23.7475260,37.9834388,26992608,794330199,den exw
23.7476119,37.9834534,26992608,794330207,den exw
23.7476615,37.9834570,26992608,1601416837,den exw
23.7478160,37.9834443,26992608,295863133,den exw
23.7479431,37.9835094,26992608,794330183,den exw
23.7482593,37.9836735,26992608,361388272,den exw
23.7486844,37.9838828,26992608,361388273,den exw
23.7490851,37.9840935,26992608,361388274,den exw
23.7493329,37.9842392,26992608,361388275,den exw
23.7498576,37.9845329,26992608,361388276,den exw
23.7500704,37.9847237,26992608,1559441060,den exw
23.7501972,37.9848978,26992608,361388277,den exw
23.7503190,37.9851129,26992608,361388279,den exw
23.7503547,37.9852601,26992608,1559441116,den exw
23.7504018,37.9852985,26992608,361388280,den exw
23.7504814,37.9852576,26992608,361388281,den exw
23.7505350,37.9851577,26992608,1559441109,den exw
23.7505578,37.9849964,26992608,361388282,den exw
23.7505757,37.9848197,26992608,361388283,den exw
23.7505886,37.9847045,26992608,361388284,den exw
23.7506260,37.9846571,26992608,1559441052,den exw
23.7507284,37.9846136,26992608,361388285,den exw
23.7507917,37.9846494,26992608,1559441046,den exw
23.7509022,37.9847877,26992608,1559441069,den exw
23.7509753,37.9848965,26992608,361388286,den exw
23.7511231,37.9850399,26992608,1559441094,den exw
23.7512092,37.9851987,26992608,361388288,den exw
23.7514642,37.9854522,26992608,361388289,den exw
23.7514918,37.9855354,26992608,361388290,den exw
23.7514399,37.9857697,26992608,361388291,den exw
23.7513982,37.9858423,26992608,1559441126,den exw
